BOROUGH,Cultural Venue Type,additional_contact_name,address1,address2,address3,alternativenames,borough_code,borough_name,building_name,contact_name,easting,fid_london_ward,greenflagcommunityaward,gss_code,latitude,longitude,northing,os_addressbase_uprn,rm_organisation_name,runtime,site_name,ward,ward_2018_code,ward_2018_name,ward_code,ward_code_2018,ward_name_2018,website
Lewisham,Artists workspaces,,Leegate House,Burnt Ash Road,,,E09000023,Lewisham,,,539876.961970753,,,E09000023,51.45619314975248,0.011887676950051856,174942.9252770095,10093393751,,04/20/2020,Leegate Studios,,E05000447,Lee Green,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Lewisham,Artists workspaces,,Vaults E1-E7,59 Ladywell Road,,,E09000023,Lewisham,,,537770.9625419014,,,E09000023,51.45683462540093,-0.01839909400882673,174956.92527292913,10023230358,,04/20/2020,Ladywell Bridge,,E05000448,Lewisham Central,,,,http://www.v22collection.com
Lewisham,Artists workspaces,,Manor House Library,34 Old Road,,,E09000023,Lewisham,,,539360.9621118451,,,E09000023,51.45731766994548,0.004509413029691234,175053.92524542654,100000000000,,04/20/2020,Manor House,,E05000447,Lee Green,,,,http://www.v22collection.com
Greenwich,Artists workspaces,,Norman House,125 Greenwich High Rd,,,E09000011,Greenwich,,,537795.9625350789,,,E09000011,51.476724195396926,-0.017176848793958206,177170.92467021145,10010217066,,04/20/2020,Norman House,,E05000222,Greenwich West,,,,www.acava.org
Greenwich,Artists workspaces,,5 Borthwick St,,,,E09000011,Greenwich,,,537243.3126878954,,,E09000011,51.484969015206936,-0.02477897598328046,178073.46442478622,10010244675,,04/20/2020,Borthwick St,,E05000222,Greenwich West,,,,www.acava.org
Greenwich,Artists workspaces,,Azof Street,Greenwich,,,E09000011,Greenwich,,,539502.262071839,,,E09000011,51.48899702185057,0.00793434348362516,178583.16428643867,100023227586,,04/20/2020,Azof,,E05000225,Peninsula,,,,www.spacestudios.org.uk
Greenwich,Artists workspaces,,51 Powis street,,,,E09000011,Greenwich,,,543560.9609665533,,,E09000011,51.49125055201966,0.0665014211373603,178946.92418629088,100000000000,,04/20/2020,,,E05000230,Woolwich Riverside,,,,artfix.org.uk
Greenwich,Artists workspaces,,"2, Commonwealth Buildings",Woolwich Church St,,,E09000011,Greenwich,,,542198.631339276,,,E09000011,51.4928050628354,0.046945644053961746,179081.634152875,10010244186,,04/20/2020,,,E05000230,Woolwich Riverside,,,,
Greenwich,Artists workspaces,,5 Harrington Way,Woolwich,,,E09000011,Greenwich,,,541986.8513970169,,,E09000011,51.49437649646916,0.04396507067591265,179250.59410593042,10010229623,,04/20/2020,Thames-side studios,,E05000230,Woolwich Riverside,,,,https://www.thames-sidestudios.co.uk/
Greenwich,Artists workspaces,,"Unit 2b, Bldg 28, ",34 Bowater Rd,,,E09000011,Greenwich,,,541704.9614744172,,,E09000011,51.49456696362816,0.039912482507605776,179263.9241019538,100000000000,,04/20/2020,Art Hub HQ,,E05000230,Woolwich Riverside,,,,www.arthub.org.uk
Tower Hamlets,Artists workspaces,,64-84 Chisenhale Road,,,,E09000030,Tower Hamlets,,,536063.4030064576,,,E09000030,51.533088028168955,-0.03970815386188454,183396.45297753025,6146768,,04/20/2020,Chisenhale Studios,,E05009320,Bow West,,,,www.chisenhale.co.uk
Tower Hamlets,Artists workspaces,,397-411 Westferry Road,,,,E09000030,Tower Hamlets,,,537621.9625859316,,,E09000030,51.48879019201069,-0.0191593632066607,178508.92430616467,6653025,,04/20/2020,The Forge,,E05009324,Island Gardens,,,,www.craftcentral.org.uk
Tower Hamlets,Artists workspaces,,Unit 4 Pennington Street Warehouse,"Pennington Street,",,,E09000030,Tower Hamlets,,,534523.9634248579,,,E09000030,51.508604717013355,-0.06294469553126522,180630.92372822313,6195060,,04/20/2020,The Rum Factory ,,E05009330,St. Katharine's & Wapping,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,Studio 1,8 TRINITY BUOY WHARF,,,E09000030,Tower Hamlets,,,539481.9620777832,,,E09000030,51.50824807054846,0.008489119907584922,180724.92370568245,6179235,,04/20/2020,,,E05009318,Blackwall & Cubitt Town,,,,Trinitybuoywharf.com
Tower Hamlets,Artists workspaces,,Trinity Buoy Wharf,64 Orchard Place,,,E09000030,Tower Hamlets,,,539498.9620732216,,,E09000030,51.50844157138614,0.008742623629576297,180746.92369976494,10091954134,,04/20/2020,,,E05009318,Blackwall & Cubitt Town,,,,www.trinitybuoywharf.com
Tower Hamlets,Artists workspaces,,566,Cable Street,,,E09000030,Tower Hamlets,,,535899.9630532531,,,E09000030,51.51136697502305,-0.04299673556440008,180974.9236362605,6717530,,04/20/2020,Cable Street Studios,,E05009332,Shadwell,,,,
Tower Hamlets,Artists workspaces,,2 Butcher Row,,,,E09000030,Tower Hamlets,,,536005.9630245935,,,E09000030,51.51149426096573,-0.041463615114152974,180991.92363182257,6169658,,04/20/2020,Art Space at St Katharines,,E05009332,Shadwell,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,East India Dock Road,,,,E09000030,Tower Hamlets,,,537844.9625238816,,,E09000030,51.51165108681829,-0.014953290981292153,181058.92361230368,6129546,,04/20/2020,Fitzgerald House,,E05009325,Lansbury,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,646 Commercial Rd,,,,E09000030,Tower Hamlets,,,536701.9628359621,,,E09000030,51.512108267096586,-0.03140643702998091,181078.92360839806,10091898716,,04/20/2020,Limehouse Town Hall,,E05009326,Limehouse,,,,www.limehousetownhall.co.uk/
Tower Hamlets,Artists workspaces,,1-9 Ratcliffe Cross Street,,,,E09000030,Tower Hamlets,,,535903.9630518906,,,E09000030,51.512893686602325,-0.04287361530524132,181144.9235902892,6171933,,04/20/2020,Ratcliffe Cross Street ,,E05009332,Shadwell,,,,www.themillcoproject.co.uk
Tower Hamlets,Artists workspaces,,Aberfieldy Street ,,,,E09000030,Tower Hamlets,,,538443.9623583186,,,E09000030,51.51399396461373,-0.006218175849817047,181335.92353833118,6210893,,04/20/2020,Aberfieldy Street studios,,E05009325,Lansbury,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,Toynbee Studios,28 Commercial Street,,,E09000030,Tower Hamlets,,,533858.9636052606,,,E09000030,51.51666168903832,-0.07218770244876027,181509.92349345528,6090198,,04/20/2020,,,E05009333,Spitalfields & Banglatown,,,,www.artsadmin.co.uk
Tower Hamlets,Artists workspaces,,40 Leven Road,Poplar,,,E09000030,Tower Hamlets,,,538339.9623865606,,,E09000030,51.51697596143873,-0.007586859925156172,181664.92344808136,6652767,,04/20/2020,Leven Road,,E05009325,Lansbury,,,,www.acme.org.uk
Tower Hamlets,Artists workspaces,,42/44 Copperfield Road,Bow,,,E09000030,Tower Hamlets,,,536375.9629242609,,,E09000030,51.51907944206983,-0.03580471959488261,181845.92340129847,6048178,,04/20/2020,Copperfield Road,,E05009327,Mile End,,,,www.acme.org.uk
Tower Hamlets,Artists workspaces,,30 Gillender Street,Poplar,,,E09000030,Tower Hamlets,,,538176.9624308953,,,E09000030,51.51963080006976,-0.009820500836410973,181955.92336896545,6083286,,04/20/2020,The Fire Station,,E05009325,Lansbury,,,,www.acme.org.uk
Tower Hamlets,Artists workspaces,,30 Brickfield Road,Tower Hamlets,,,E09000030,Tower Hamlets,,,537890.9625088491,,,E09000030,51.52087780517319,-0.013888751009615105,182086.92333314312,6155760,,04/20/2020,Brickfield,,E05009322,Bromley South,,,,www.spacestudios.org.uk
Tower Hamlets,Artists workspaces,,Towcester Rd,,,,E09000030,Tower Hamlets,,,538023.9624724358,,,E09000030,51.521321622712044,-0.011952243359687807,182139.92331889953,6086500,,04/20/2020,Limehouse Studios,,E05009322,Bromley South,,,,www.acava.org
Tower Hamlets,Artists workspaces,,Unit 3 Empson Street Bow,,,,E09000030,Tower Hamlets,,,537972.9624862878,,,E09000030,51.52169351592424,-0.012671207919782062,182179.9233079946,6177430,,04/20/2020,Empson Street,,E05009322,Bromley South,,,,www.ascstudios.co.uk
Tower Hamlets,Artists workspaces,,316-318 Bethnal Green Rd,,,,E09000030,Tower Hamlets,,,534398.9634619736,,,E09000030,51.526346593684316,-0.06399345510316913,182601.92319484166,6180436,,04/20/2020,No.w.here,,E05009331,St. Peter's,,,,http://www.no-w-here.org.uk/
Tower Hamlets,Artists workspaces,,The Crypt,200 Cambridge Heath Road,,,E09000030,Tower Hamlets,,,535025.9632920055,,,E09000030,51.5275808654592,-0.054901582348904236,182755.92315257306,6135046,,04/20/2020,"The Crypt, St John on Bethnal Green",,E05009317,Bethnal Green,,,,
Tower Hamlets,Artists workspaces,,Bromley High street ,,,,E09000030,Tower Hamlets,,,537647.9625748015,,,E09000030,51.52734413313183,-0.017110528676130863,182799.92314005032,6071681,,04/20/2020,Warren House,,E05009321,Bromley North,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,181-183 Bow Rd,,,,E09000030,Tower Hamlets,,,537603.9625875477,,,E09000030,51.52894538518968,-0.017675298372616072,182976.92309266166,6070835,,04/20/2020,Bow Road,,E05009319,Bow East,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,"Taylor Place, ","Payne Road, ",,,E09000030,Tower Hamlets,,,537752.9625476571,,,E09000030,51.52999642114803,-0.015481408523081604,183097.92305996479,6197813,,04/20/2020,P1,,E05009319,Bow East,,,,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org
Tower Hamlets,Artists workspaces,,"Unit 7, 268",Hackney Road,,,E09000030,Tower Hamlets,,,534040.9635591385,,,E09000030,51.53095176925747,-0.06895963320562752,183104.92305690207,6023163,,04/20/2020,Unripe Banana,,E05009335,Weavers,,,,https://www.unripebanana.co.uk
Tower Hamlets,Artists workspaces,,44 Bonner Road ,,,,E09000030,Tower Hamlets,,,535183.9632493185,,,E09000030,51.53236861046325,-0.052419253418840676,183292.92300663615,6169839,,04/20/2020,,,E05009331,St. Peter's,,,,http://autoitaliasoutheast.org/
Tower Hamlets,Artists workspaces,,15 Robinson Road,Bethnal Green,,,E09000030,Tower Hamlets,,,535184.0232493008,,,E09000030,51.532374706662516,-0.05241812796397462,183293.60300644848,6169839,,04/20/2020,Robinson Road,,E05009331,St. Peter's,,,,www.acme.org.uk
Tower Hamlets,Artists workspaces,,Unit 8 Riverbank Business Park,Dye House Lane,,,E09000030,Tower Hamlets,,,537399.9626448362,,,E09000030,51.53478204485671,-0.02036318392808569,183620.92291926662,6717569,,04/20/2020,Unit 8,,E05009319,Bow East,,,,www.artcoreint.net
Tower Hamlets,Artists workspaces,,258 cambridge heath road,,,,E09000030,Tower Hamlets,,,534761.9633637068,,,E09000030,51.53396121455628,-0.05843607465593638,183458.92296087812,6021858,,04/20/2020,Cell Projects,,E05009331,St. Peter's,,,,cellprojects.org
Tower Hamlets,Artists workspaces,,5 Crown Close,,,,E09000030,Tower Hamlets,,,537087.9627285488,,,E09000030,51.536690930633895,-0.024779335638749154,183824.92286291625,6075330,,04/20/2020,Crown Close,,E05009319,Bow East,,,,http://www.v22collection.com
Tower Hamlets,Artists workspaces,,43-45 Dace Road,Tower Hamlets,,,E09000030,Tower Hamlets,,,537225.9626915145,,,E09000030,51.537753776135894,-0.022743328732548217,183946.9228298586,6129407,,04/20/2020,Britannia Works,,E05009319,Bow East,,,,www.spacestudios.org.uk
Tower Hamlets,Artists workspaces,,60 Dace Road,,,,E09000030,Tower Hamlets,,,537303.9626705729,,,E09000030,51.53773484509726,-0.02161937612407858,183946.92282991757,6151658,,04/20/2020,Swan Wharf,,E05009319,Bow East,,,,http://swanwharfproject.co.uk/contact/
Tower Hamlets,Artists workspaces,,56 Dace Road,,,,E09000030,Tower Hamlets,,,537223.9626920517,,,E09000030,51.53777223372489,-0.022771369019040758,183948.92282931117,6135864,,04/20/2020,Britannia Works,,E05009319,Bow East,,,,www.londonbookarts.org
Tower Hamlets,Artists workspaces,,Dace Road,Tower Hamlets,,,E09000030,Tower Hamlets,,,537225.1226917398,,,E09000030,51.53778210662961,-0.02275421365596882,183950.0528290053,6180071,,04/20/2020,Bridget Riley,,E05009319,Bow East,,,,www.spacestudios.org.uk
Tower Hamlets,Artists workspaces,,Stour Space,7 Roach Road,,,E09000030,Tower Hamlets,,,537332.9626627686,,,E09000030,51.540181023320464,-0.021095068063278585,184219.92275527772,6172062,,04/20/2020,Stour Space,,E05009319,Bow East,,,,www.stourspace.co.uk
Tower Hamlets,Artists workspaces,,9 Queens Yard ,White Post Lane,,,E09000030,Tower Hamlets,,,537237.9626882343,,,E09000030,51.542837027546334,-0.022349894946119577,184512.92267535214,6210818,,04/20/2020,Pearl & Coutts Studios,,E05009319,Bow East,,,,https://www.motherx.co.uk/
Tower Hamlets,Artists workspaces,,49 White Post Lane Unit 4,Hackney Wick,,,E09000030,Tower Hamlets,,,537157.9627097317,,,E09000030,51.54288339559912,-0.02350162746937539,184515.92267473374,6077533,,04/20/2020,White Post Lane,,E05009319,Bow East,,,,www.arbeit.org.uk / www.arebyte.com
Hillingdon,Artists workspaces,,"75, The Green",West Drayton,,,E09000017,Hillingdon,,,505886.9712130519,,,E09000017,51.50155041968725,-0.47585549475384303,179168.92412941443,100000000000,,04/20/2020,,,E05000342,West Drayton,,,,www.southlandsarts.co.uk
Ealing,Artists workspaces,,Units 2 and 4,11 Colville Rd,,,E09000009,Ealing,,,519921.96739529504,,,E09000009,51.49926169325689,-0.27372393205347567,179225.92411229922,12093573,,04/20/2020,Colville Rd,,E05000188,South Acton,,,,www.acava.org
Ealing,Artists workspaces,,Impress House,,,,E09000009,Ealing,,,520764.9671657439,,,E09000009,51.50562536135133,-0.2613360321905066,179953.92391517322,12155317,,04/20/2020,Vale Grove,,E05000191,Southfield,,,,www.acava.org
Ealing,Artists workspaces,,Singapore Road,West Ealing,,,E09000009,Ealing,,,516230.0083986336,,,E09000009,51.51091069767313,-0.32648898994059716,180436.33378215425,12175823,,04/20/2020,,,E05000176,Elthorne,,,,
Ealing,Artists workspaces,,135 Dukes Road,,,,E09000009,Ealing,,,519255.96757920634,,,E09000009,51.523803699480226,-0.2823962397938095,181940.92337262828,12187273,,04/20/2020,,,E05000175,East Acton,,,,http://www.westlondonartfactory.com/about-us
Ealing,Artists workspaces,,18 Trading Estate Road,,,,E09000009,Ealing,,,520163.96733007557,,,E09000009,51.526280789792715,-0.26921314428187104,182237.92329587456,12181846,,04/20/2020,Queensrolla House,,E05000175,East Acton,,,,http://queensrollahouse.com/
Ealing,Artists workspaces,,Unit A/B,28 - 30 Park Royal Rd,,,E09000009,Ealing,,,520286.9672962688,,,E09000009,51.52689275256757,-0.2674167164349132,182308.92327660206,12105792,,04/20/2020,Park Royal,,E05000175,East Acton,,,,www.acava.org
Ealing,Artists workspaces,,"Park Royal, London ",,,,E09000009,Ealing,,,520534.96722846513,,,E09000009,51.5283049079184,-0.2637877059509797,182471.92323140876,12189460,,04/20/2020,52-56 Standard Road,,E05000175,East Acton,,,,www.artistic-spaces.co.uk
Ealing,Artists workspaces,,2 Wadsworth Rd ,,,,E09000009,Ealing,,,516779.9682521172,,,E09000009,51.536201949528795,-0.3176310011458806,183262.92301556456,12181269,,04/20/2020,Stewkley House,,E05000187,Perivale,,,,www.acava.org
Hammersmith and Fulham,Artists workspaces,,23 - 29 Faroe Rd,,,,E09000013,Hammersmith and Fulham,,,523988.9662897113,,,E09000013,51.498592089894295,-0.21515404976425173,179248.92410668632,34034840,,04/20/2020,Faroe Rd,,E05000252,Avonmore and Brook Green,,,,www.acava.org
Hammersmith and Fulham,Artists workspaces,,62 Hetley Rd,,,,E09000013,Hammersmith and Fulham,,,522687.9666420115,,,E09000013,51.50456463827418,-0.23366720048757378,179881.9239312407,34100876,,04/20/2020,Hetley Rd,,E05000263,Shepherd's Bush Green,,,,www.acava.org
Hammersmith and Fulham,Artists workspaces,,60 Hythe Road,,,,E09000013,Hammersmith and Fulham,,,522454.9667055776,,,E09000013,51.526598250025984,-0.2361731412659659,182327.92326752673,34141600,,04/20/2020,Cadogen House,,E05000253,College Park and Old Oak,,,,https://nwstudios.wordpress.com
Hammersmith and Fulham,Artists workspaces,,17 Hythe Road,,,,E09000013,Hammersmith and Fulham,,,521938.9668462639,,,E09000013,51.52826455604197,-0.24354788448396167,182500.92322053172,34004522,,04/20/2020,Regents House,,E05000253,College Park and Old Oak,,,,https://nwstudios.wordpress.com
Hammersmith and Fulham,Artists workspaces,,First Floor,17 - 19 Hythe Rd,,,E09000013,Hammersmith and Fulham,,,521946.9668440013,,,E09000013,51.528460553988296,-0.2434250001073188,182522.9232145868,34156437,,04/20/2020,Hythe Rd,,E05000253,College Park and Old Oak,,,,www.acava.org
Hammersmith and Fulham,Artists workspaces,,23-25 Hythe Road,,,,E09000013,Hammersmith and Fulham,,,521873.966863942,,,E09000013,51.528530214205134,-0.24447476603060936,182528.9232129905,34131643,,04/20/2020,Apex House,,E05000253,College Park and Old Oak,,,,https://nwstudios.wordpress.com
Westminster,Artists workspaces,,29 / 31 Catherine Place ,,,,E09000033,City of Westminster,,,529134.964888421,,,E09000033,51.49942722944473,-0.14097867703610165,179469.92404609302,10033631259,,04/20/2020,,,E05000644,St. James's,,,,www.delfinafoundation.com
Westminster,Artists workspaces,,Somerset House,Strand,,,E09000033,City of Westminster,,,530699.9644634677,,,E09000033,51.51102034296919,-0.11795241539614258,180799.92368185223,10033582458,,04/20/2020,Somerset House Studios,,E05000644,St. James's,,,,somersethouse.org.uk
Westminster,Artists workspaces,,136 George Street,,,,E09000033,City of Westminster,,,527498.9653349828,,,E09000033,51.51611868816954,-0.16387872317396654,181285.92355080962,10033592501,,04/20/2020,,,E05000632,Bryanston and Dorset Square,,,,https://www.interimspaces.co.uk/georgestudios
Westminster,Artists workspaces,,Great Western Studios,65 Alfred Road,,,E09000033,City of Westminster,,,525234.9659500857,,,E09000033,51.521199080373705,-0.19630917285480837,181794.9234141229,10033617199,,04/20/2020,,,E05000648,Westbourne,,,,https://www.greatwesternstudios.com/
Westminster,Artists workspaces,,18 Saltram Cresent,,,,E09000033,City of Westminster,,,525041.9660008858,,,E09000033,51.52954594676373,-0.19876166322208025,182718.92316242616,100023513379,,04/20/2020,,,E05000635,Harrow Road,,,,http://kindredstudios.co.uk/new-studios/
Hackney,Artists workspaces,,Netil House,1 Westgate Street,,,E09000012,Hackney,,,534801.9633513292,,,E09000012,51.53756412429039,-0.05770595080742789,183860.92285270453,100023015639,,04/20/2020,Netil House,,E05009381,London Fields,,,,eatworkart.com
Hackney,Artists workspaces,,50 Worship St,Shoreditch,,,E09000012,Hackney,,,533035.9638291803,,,E09000012,51.52192450310802,-0.08382905234147528,182073.92333907966,10008400568,,04/20/2020,Worship Street,,E05009377,Hoxton East & Shoreditch,,,,http://www.v22collection.com
Hackney,Artists workspaces,,45 Coronet Street,,,,E09000012,Hackney,,,533159.9637956934,,,E09000012,51.52707149707812,-0.08182516380314132,182649.923181444,10091816467,,04/20/2020,,,E05009377,Hoxton East & Shoreditch,,,,http://www.standpointlondon.co.uk/
Hackney,Artists workspaces,,130 Hoxton Street,,,,E09000012,Hackney,,,533287.9637636242,,,E09000012,51.531750173675704,-0.07978283904772866,183173.9230389165,100023135706,,04/20/2020,,,E05009377,Hoxton East & Shoreditch,,,,www.hoxtonhall.co.uk
Hackney,Artists workspaces,,60 Stanway Street,Hackney,,,E09000012,Hackney,,,533342.963749344,,,E09000012,51.533183988806535,-0.07892943163025179,183334.92299500306,100000000000,,04/20/2020,Sara Lane,,E05009377,Hoxton East & Shoreditch,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,238-240 Kingsland Road,Hackney,,,E09000012,Hackney,,,533549.1636924125,,,E09000012,51.53589392288307,-0.07584196069354449,183641.91291124676,100023546631,,04/20/2020,Timber Wharf -Block C,,E05009375,Haggerston,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,15 Orsman Road,Hoxton,,,E09000012,Hackney,,,533345.963747808,,,E09000012,51.53614876850161,-0.07876129506914484,183664.92290528468,10008242975,,04/20/2020,Orsman Road,,E05009377,Hoxton East & Shoreditch,,,,www.acme.org.uk
Hackney,Artists workspaces,,238-240 Kingsland Road,Hackney,,,E09000012,Hackney,,,533547.443692767,,,E09000012,51.5361328259809,-0.0758566849218808,183668.45290405536,10008324060,,04/20/2020,Timber Wharf -Arches,,E05009375,Haggerston,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,Ermine Mews,Laburnum Street,,,E09000012,Hackney,,,533547.443692767,,,E09000012,51.5361328259809,-0.0758566849218808,183668.45290405536,10008324060,,04/20/2020,Studio Manifold,,E05009375,Haggerston,,,,http://www.studiomanifold.org/about/
Hackney,Artists workspaces,,2-4 Southgate Road,,,,E09000012,Hackney,,,532835.9638864268,,,E09000012,51.537706907122065,-0.08604994580423678,183824.92286228162,10008307552,,04/20/2020,Southgate Studios,,E05009371,De Beauvoir,,,,http://www.whitechapelgallery.org/first-thursdays/galleries/southgate-studios/
Hackney,Artists workspaces,,32A Hertford Road,,,,E09000012,Hackney,,,533351.9637450228,,,E09000012,51.53872642027063,-0.07856618856240037,183951.92282731028,10008225561,,04/20/2020,Hertford Road Studios,,E05009371,De Beauvoir,,,,http://www.artworksproject.com/docs/info.html
Hackney,Artists workspaces,,129-131 Mare Street,Hackney,,,E09000012,Hackney,,,534809.9633487973,,,E09000012,51.53844286320413,-0.05755317799893572,183958.92282633303,100000000000,,04/20/2020,Triangle,,E05009381,London Fields,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,43 De Beauvoir Road ,,,,E09000012,Hackney,,,533139.9638029636,,,E09000012,51.53896522011501,-0.08161328516228002,183972.92282169784,10091900721,,04/20/2020,The Rose Lipman Building ,,E05009371,De Beauvoir,,,,www.themillcoproject.co.uk
Hackney,Artists workspaces,,4-17 Frederick Terrace,,,,E09000012,Hackney,,,533542.9636923351,,,E09000012,51.53954390934675,-0.07577738694187287,184047.92280118552,10008320415,,04/20/2020,,,E05009381,London Fields,,,,https://www.facebook.com/TERRACE.STUDIOS.GALLERY/
Hackney,Artists workspaces,,10 Martello Street,Hackney,,,E09000012,Hackney,,,534729.9633692558,,,E09000012,51.54106796506199,-0.05859510376522764,184248.92274810397,100000000000,,04/20/2020,Martello,,E05009381,London Fields,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,282a Richmond Road,Hackney,,,E09000012,Hackney,,,534635.9633941103,,,E09000012,51.54387614364645,-0.05983132179991961,184558.92266359698,10008339866,,04/20/2020,Victor House,,E05009372,Hackney Central,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,90 Wallis Rd ,,,,E09000012,Hackney,,,537206.9626964316,,,E09000012,51.544390167200106,-0.022729636245093623,184684.92262836907,10008337819,,04/20/2020,,,E05009374,Hackney Wick,,,,https://mainyardstudios.co.uk
Hackney,Artists workspaces,,115 WALLIS ROAD,,,,E09000012,Hackney,,,537126.9627178882,,,E09000012,51.54470611656815,-0.023869727284914263,184717.92261954478,10008346528,,04/20/2020,,,E05009374,Hackney Wick,,,,cellprojects.org
Hackney,Artists workspaces,,117 Wallis road ,Hackney Wick,,,E09000012,Hackney,,,537151.9627111729,,,E09000012,51.54473599781331,-0.023507873157731084,184721.92261838465,10008336713,,04/20/2020,117 Wallis Road,,E05009374,Hackney Wick,,,,www.arbeit.org.uk / www.arebyte.com
Hackney,Artists workspaces,,Retreat Place,Hackney,,,E09000012,Hackney,,,535367.9631962366,,,E09000012,51.54523780214394,-0.049216113134236614,184729.92261768063,10008342937,,04/20/2020,Deborah House,,E05009376,Homerton,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,169 Balls Pond Rd,,,,E09000012,Hackney,,,533048.9638259168,,,E09000012,51.54639143733322,-0.0826134123805808,184796.9225981509,10008297950,,04/20/2020,Limberg Films,,E05009371,De Beauvoir,,,,www.artcoreint.net
Hackney,Artists workspaces,,16 Belsham Street,Hackney,,,E09000012,Hackney,,,535189.9632450856,,,E09000012,51.54606220356657,-0.05174816820526809,184816.92259365087,10091775557,,04/20/2020,Belsham,,E05009376,Homerton,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,"10-16 Ashwin Street, London, E8 3DL",,,,E09000012,Hackney,,,533623.9636684215,,,E09000012,51.54674073882041,-0.0743055913247518,184850.92258319986,10008241411,,04/20/2020,Dalston,,E05009370,Dalston,,,,http://www.v22collection.com
Hackney,Artists workspaces,,Belsham Street,,,,E09000012,Hackney,,,535175.4332490112,,,E09000012,51.54645856497838,-0.05194081589765591,184860.6425816202,10091775559,,04/20/2020,"Francis Upritchard, Daniel Silver and Martino Gamper",,E05009376,Homerton,,,,
Hackney,Artists workspaces,,18 Ashwin St,,,,E09000012,Hackney,,,533593.9636766168,,,E09000012,51.54696351939817,-0.07472887821417483,184874.92257669335,10008346228,,04/20/2020,,,E05009370,Dalston,,,,http://www.bootstrapcompany.co.uk/
Hackney,Artists workspaces,,22 Hertford Road,,,,E09000012,Hackney,,,533335.9637496663,,,E09000012,51.538128120579174,-0.07882211926892611,183884.92284552142,10008307498,,04/20/2020,Sarabande Studios,,E05009371,De Beauvoir,,,,www.sarabandefoundation.org
Hackney,Artists workspaces,,352 Mare St,,,,E09000012,Hackney,,,534992.9632981336,,,E09000012,51.54737642419263,-0.0545334497755543,184957.9225546997,10008305042,,04/20/2020,,,E05009372,Hackney Central,,,,www.asidebsidegallery.com
Hackney,Artists workspaces,,Unit G2,8 Mackintosh Lane,,,E09000012,Hackney,,,535823.4630709207,,,E09000012,51.54734988179597,-0.04255594379658404,184977.11255021318,10008301285,,04/20/2020,Hatch,,E05009376,Homerton,,,,http://hatch-homerton.co.uk/
Hackney,Artists workspaces,,80c Eastway,Hackney,,,E09000012,Hackney,,,536729.9628241634,,,E09000012,51.547165620337815,-0.02948913346392996,184980.92254863697,10008341867,,04/20/2020,Eastway,,E05009374,Hackney Wick,,,,www.spacestudios.org.uk
Hackney,Artists workspaces,,89 RIDLEY ROAD,,,,E09000012,Hackney,,,533870.9636007152,,,E09000012,51.54842550964212,-0.07067192685221745,185044.9225302153,10008320277,,04/20/2020,,,E05009370,Dalston,,,,cellprojects.org
Hackney,Artists workspaces,,Gillett Square ,,,,E09000012,Hackney,,,533464.9637116812,,,E09000012,51.549321529464954,-0.07649003437914138,185133.9225064608,10008242129,,04/20/2020,Unit 7 Stamford Works,,E05009370,Dalston,,,,http://opensource.london/about
Hackney,Artists workspaces,,Homerton Road,Homerton,,,E09000012,Hackney,,,536602.9628581638,,,E09000012,51.55170738521115,-0.031124787007065165,185482.92241189763,10008325827,,04/20/2020,Matchmakers Wharf,,E05009379,King's Park,,,,www.acme.org.uk
Hackney,Artists workspaces,,10-28 millers Ave ,Dalston ,,,E09000012,Hackney,,,533595.9636760732,,,E09000012,51.55243575081055,-0.07446915636866624,185483.92241102236,10091940511,,04/20/2020,,,E05009382,Shacklewell,,,,Absorb-arts.co.uk and printclublondon.com
Hackney,Artists workspaces,,73-75 & 89a Shacklewell Lane,,,,E09000012,Hackney,,,533822.9636141967,,,E09000012,51.552741383281,-0.07118186538160991,185523.92239975883,10008320328,,04/20/2020,,,E05009382,Shacklewell,,,,www.lighthousespace.co.uk
Hackney,Artists workspaces,,Unit 4 Tilia Rd,,,,E09000012,Hackney,,,534910.9633200341,,,E09000012,51.55290464757841,-0.05548064757326682,185570.92238727817,100023548454,,04/20/2020,Cognative Collective,,E05009373,Hackney Downs,,,,www.artcoreint.net
